🕘️更新时间,#genre#
靖天资讯,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp6LOH6KiK5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
靖天资讯,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv065
靖天资讯,https://stream1.freetv.fun/jing-tian-zi-xun-1.m3u8
靖天资讯,https://stream1.freetv.fun/jing-tian-zi-xun-2.m3u8
靖天资讯,https://stream1.freetv.fun/jing-tian-zi-xun-3.m3u8
靖天资讯,https://stream1.freetv.fun/jing-tian-zi-xun-10.m3u8
靖天资讯,https://stream1.freetv.fun/jing-tian-zi-xun-12.m3u8

电影频道,#genre#
CHC家庭影院,http://iptv.diyp.site/公众号【DIYP】.php?key=gat5&id=b0f988110099cf6a8405d8aacc0ec1c4
CHC家庭影院,http://z.b.bkpcp.top/m.php?id=chcjtyy
CHC家庭影院,http://gat.bkpcp.top/ymg.php?id=jtyy
CHC家庭影院,http://goo.bkpcp.top/mg/jtyy
CHC家庭影院,https://migu.188766.xyz/?migutoken=96a2940f36df89b5b97a2deee91d66af&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy
CHC家庭影院,https://iptv.catvod.com/live.php?id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2%E5%8F%B0
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-15.ctv
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-11.ctv
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-13.m3u8
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=b9d9d0ba0208e949cf0736455b86290b2d1d2ff4727f523b7117dde6eb883cb4582c5ce1519685e57d54bfb562057c10a00dde58bb674d8600fd2d918b8cb440294e083e7b8f19e0dbcc9250d8
CHC动作电影,http://iptv.diyp.site/公众号【DIYP】.php?key=gat5&id=afa18d2457e898b11f48f7764c61d4cc
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy
CHC动作电影,http://goo.bkpcp.top/mg/dzdy
CHC动作电影,https://migu.188766.xyz/?migutoken=dc53afed98f99d57fabc61bcf4bb0003&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&type=yy
CHC动作电影,http://[2409:8087:1a01:df::4021]:80/TVOD/88888888/224/3221225555/main.m3u8
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=2e48d18419793654f347e8ca29e0028ce9f3eaaa7a108b006304178b8f790f34908f8a09bbb8f4b8b8abcf36e2341f1043dde8719cf4927fcd0dcde4667f8b91e68e820314791d9b70452862c9
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy
淘剧场,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQaJ92NID2SpQlY6_VJVogg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOuQYJeiYEeFWTkFfE86Vq-%2CEND
淘剧场,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887497.m3u8
淘剧场,http://iptv.666230.xyz/iptv/bjyd.php/6553
淘娱乐,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex0efg9fpenP8E8lWJUb5Lg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
淘娱乐,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887499.m3u8
淘娱乐,http://iptv.666230.xyz/iptv/bjyd.php/6551
淘电影,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
淘电影,https://stream1.freetv.fun/tao-dian-ying-8.ctv
淘电影,https://stream1.freetv.fun/tao-dian-ying-7.ctv
淘电影,https://stream1.freetv.fun/tao-dian-ying-3.ctv
淘电影,https://stream1.freetv.fun/tao-dian-ying-6.ctv
淘电影,https://stream1.freetv.fun/tao-dian-ying-2.ctv
淘电影,https://stream1.freetv.fun/tao-dian-ying-9.ctv
淘电影,https://stream1.freetv.fun/tao-dian-ying-1.ctv
NewTV惊悚悬疑,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010077
NewTV惊悚悬疑,http://3501776.xyz:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
NewTV惊悚悬疑,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/1000000004000024282/index.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=YanG-1989
NewTV惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225665/index.m3u8
NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2482771376_951312812/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
NewTV惊悚悬疑,http://iptv.666230.xyz/iptv/bjyd.php/7013
NewTV惊悚悬疑,https://iptv.catvod.com/live.php?id=NewTV%E6%83%8A%E6%82%9A%E6%82%AC%E7%96%91
NewTV动作电影,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010003
NewTV动作电影,http://3501776.xyz:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
NewTV动作电影,https://iptv.catvod.com/live.php?id=NewTV%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1
纬来电影,https://stream1.freetv.fun/wei-lai-dian-ying-1.m3u8
纬来电影,https://hls-gateway.vpstv.net/streams/477063.m3u8
纬来电影,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
纬来电影,https://live.catvod.com/catvod_com.php?id=videolandmovie
纬来电影,https://smt.iktv.ddns-ip.net/Smart.php?id=videolandmovie
纬来电影,http://live.catvod.com/smart.php?id=videolandmovie
纬来电影,https://live.catvod.com/live.php?id=videolandmovie&token=a76bdc035b650a1c05ec1f7fb9f26ae2f5af7dd30a77937811b00e06d85b6954%3A1760491003%3ANTIuMTUwLjI5Ljk4
纬来电影,https://stream1.freetv.fun/wei-lai-dian-ying-3.m3u8
纬来电影,https://live.catvod.com/live.php?id=videolandmovie
纬来电影,http://php.666230.xyz/smt.php?id=videolandmovie
靖天映画,https://hls-gateway.vpstv.net/streams/476302.m3u8
靖天映画,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv055
靖天映画,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv055/index.m3u8
靖天映画,https://4gtv.dxjc.pp.ua/4gtv-4gtv055/index.m3u8
靖天映画,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5pig55Wr&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
靖天映画,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv055
靖天戏剧,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv058
靖天戏剧,https://stream1.freetv.fun/jing-tian-xi-ju-4.ctv
靖天戏剧,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv058
靖天戏剧,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5oiy5YqH5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
靖天戏剧,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv058
靖天戏剧,https://stream1.freetv.fun/jing-tian-xi-ju-1.m3u8
靖天戏剧,https://stream1.freetv.fun/jing-tian-xi-ju-3.m3u8
靖天戏剧,https://stream1.freetv.fun/jing-tian-xi-ju-4.m3u8
靖天戏剧,https://stream1.freetv.fun/jing-tian-xi-ju-10.m3u8
靖天戏剧,https://stream1.freetv.fun/jing-tian-xi-ju-11.m3u8
经典电影,http://goo.bkpcp.top/mg/jdxgdy
经典电影,https://yylunbo.ottiptv.cc/yy/1414812324
经典电影,https://tv.iill.top/4gtv/201
经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-9.ctv
经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-8.ctv
经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-15.ctv
经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-1.ctv
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2
天映经典,https://stream1.freetv.fun/tian-ying-jing-dian-5.m3u8
天映经典,https://migu.188766.xyz/?migutoken=3637f4ae3861b554c9b368728cc8b391&id=Celestial2&type=dy
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
天映经典,https://hls-gateway.vpstv.net/streams/709488.m3u8
天映经典,https://epg.pw/stream/cb817875cf26eb683af274dd8cdf7f559a71353d9565c32447c8d98894bc8095.ctv
天映经典,http://tl.061833.xyz/tl/null-1
天映经典,http://frus7.jdiptv.cc/live/xgtyjdgy.m3u8kdstime=1743869071&kdssign=3f092afa312e4f7baae83a964e07bf1a
天映经典,https://smt.1789.dpdns.org/smt3.2.1.php?id=Celestial2
天映经典,https://100.061833.xyz/stream/mytv/null-1/stream.m3u8?uid=3291919010&u=rty789&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
无线星河,https://cdn9.163189.xyz/smt1.1.php?id=Xinhe
无线星河,https://cdn9.163189.xyz/smt3.1.1.php?id=Xinhe
无线星河,https://smt.1678520.xyz/smt3.2.1.php?id=Xinhe
无线星河,https://cdn6.101.qzz.io/163189/tvbxh
星空卫视,http://iptv.diyp.site/公众号【DIYP】关注一下啊.php?key=gat1&id=19
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-12.m3u8
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-4.ctv
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-10.m3u8
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-11.m3u8
星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193
东森电影,http://iptv.diyp.site/公众号【DIYP】关注一下啊.php?key=gat2&id=11
东森电影,https://hls-gateway.vpstv.net/streams/476995.m3u8
东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-8.ctv
东森洋片,https://stream1.freetv.fun/dong-sen-yang-pian-3.m3u8
东森洋片,https://hls-gateway.vpstv.net/streams/476997.m3u8
东森洋片,https://live.catvod.com/catvod_com.php?id=ettvwestern
东森洋片,http://live.catvod.com/smart.php?id=ettvwestern
东森洋片,https://live.catvod.com/live.php?id=ettvwestern&token=db68a5975c00457036c2ee06023e5d93b4c5269f73044bec1cbfb813b47bf10a%3A1760491003%3ANTIuMTUwLjI5Ljk4
东森洋片,https://live.catvod.com/live.php?id=ettvwestern&token=26c45d6636a1192c92dd36198e022f2af4d26b0204f907d6765bdfafcf964f04%3A1761182302%3ANTIuMjM0LjQzLjE3Nw%3D%3D
东森洋片,https://live.catvod.com/live.php?id=ettvwestern&token=5e2cbbb7deb7d1b42f976b2d848ee5da6d09fa84744e0c7aaadd7dbe6ea33dca%3A1761268460%3AMTcyLjIwMC4xODMuMjQx
东森洋片,https://live.catvod.com/live.php?id=ettvwestern
东森洋片,http://php.666230.xyz/smt.php?id=ettvwestern
东森洋片,https://smt.go-iptv.ggff.net/smart.php?id=ettvwestern&token=Goiptv
东森超视,http://iptv.diyp.site/公众号【DIYP】.php?key=gat5&id=163e6c3e3bd21f2beb6af46d4b6b9353
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8
东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-2.m3u8
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-7.ctv
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-8.m3u8
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-9.m3u8
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-8.ctv
东森超视,https://hls-gateway.vpstv.net/streams/476234.m3u8
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-2.ctv

体育频道,#genre#
CCTV-5,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226019
CCTV-5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV-5,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8
CCTV-5,https://zby.130519.xyz/PLTV/11/224/3221226146/index.m3u8
CCTV-5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV-5,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8
CCTV-5+,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225603
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-5+,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV-5+,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226349/1.m3u8
CCTV-5+,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227348/index.m3u8
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=d7396c05a877872a7519b5df4582a7a4bdf13c82d09889e561f50d0035f006d199741b00d465e4e41b0f706bccfe3420f5d427961e7698ad2a8b8d82d9d320a827310f6c8a7d1c8f203c91b392
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=408252ae4ee84d4533a52e87dc35e108f3557992d0837a3c98af9093fccdb78373328e743136467868d2125b1fa35c3f4d576327db5e3ec96ec3108e28e950fb462f2dc81da44be8ae43ebe0ce
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8
广东体育,http://php.jdshipin.com/PLTV/iptv.php?id=gdty
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-10.ctv
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-11.ctv
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-14.ctv
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-16.m3u8
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-17.ctv
纬来体育,http://iptv.diyp.site/公众号【DIYP】.php?key=gat5&id=8d6457d1b6c00daea5b90e3c3cb2fde8
纬来体育,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
纬来体育,https://epg.pw/stream/8855a9936e37e608a0ec8a014cce1673dee9c5d68d560da376cc92e5edef2b25.m3u8
纬来体育,https://epg.pw/stream/ab6df63b64d0cc44a1f4f029ed847a26fa54a7aebd455578fb05a63f02c22f4b.m3u8
纬来体育,https://epg.pw/stream/4f18dfe0593db5c686eb64ae8edaf2a9202d4d46bdc9bbde2cee27708e12ea01.m3u8
纬来体育,https://hls-gateway.vpstv.net/streams/477026.m3u8
五星体育,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8
五星体育,https://migu.188766.xyz/?migutoken=b7c5882412b707005631cd7609d93bff&id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&pp=1
五星体育,https://other.ottiptv.cc/wxty.m3u8
五星体育,https://hls-gateway.vpstv.net/streams/636980.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-9.m3u8
五星体育,https://stream1.freetv.fun/ipv6-wu-xing-ti-yu-7.m3u8
五星体育,https://stream1.freetv.fun/ipv6-wu-xing-ti-yu-2.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-10.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-15.m3u8
五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-7.m3u8
劲爆体育,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000002000000008
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty
劲爆体育,http://3501776.xyz:35455/itv/5000000002000029972.m3u8?cdn=bestzb
劲爆体育,http://goo.bkpcp.top/mg/jbty
劲爆体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6
劲爆体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=05144ee4526abc2f6a8d44a41f9e078ef10c1a9f8930d51d7f453315d3577b613eac76898b1e0965789f7010cd3f8a1bca3167ef6e625cb77fc2c575eec35c8d07aaff61dc4b79f75fc67ef667
爱体育,http://php.jdshipin.com:8880/itv6s.php?cid=wasusyt&id=6000000006000290630
爱体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000060/index.m3u8
爱体育,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000060/index.m3u8
爱体育,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000000/index.m3u8
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai#https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-34.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-38.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-32.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-2.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-33.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-31.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-12.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-4.ctv
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-27.ctv
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-8.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-19.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-4.m3u8
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-7.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-6.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-3.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-9.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-5.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-2.m3u8
江苏体育,https://migu.188766.xyz/?migutoken=a85a8d7343d8394b527bb96d0f1acf62&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
江苏体育,https://migu.188766.xyz/?migutoken=90d4e3f3f8a5288cc5aac4a92021e341&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
江苏体育,https://migu.188766.xyz/?migutoken=af50fdc5b09032a97cf990bd6f36aef2&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
江苏体育,https://migu.188766.xyz/?migutoken=25d75081796a390b82f0299988e556ac&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
江苏体育,https://migu.188766.xyz/?migutoken=721cd3a9b6d2cd1a0e378a6a68ae2702&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
江苏体育,https://migu.188766.xyz/?migutoken=e37f9d8dbdb18b5cdfd250b672323263&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
江苏体育,https://stream1.freetv.fun/jiang-su-ti-yu-1.ctv
江苏体育,https://migu.188766.xyz/?migutoken=e7cad15a67e285fc33476bc66661384a&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
江苏体育,https://stream1.freetv.fun/jiang-su-ti-yu-4.ctv
江苏体育,https://migu.188766.xyz/?migutoken=0a9b4a5bbdea61549a458d098b7c5096&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy
安徽综艺体育,https://live.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1745774515&key=27009aec794adc785b22478c5aa2ae16
安徽综艺体育,https://live.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1746292937&key=940b0f98a121c28884c74971efaac4de
安徽综艺体育,https://live.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1746307365&key=6b104d1fc66c5b34b63d0e19c627e0f9
安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-4.ctv
安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-8.m3u8
睛彩篮球,http://3501776.xyz:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8
睛彩篮球,http://[2409:8087:1a01:df::4055]:80/TVOD/88888888/224/3221225901/main.m3u8
睛彩广场舞,http://13937899.xyz:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
睛彩广场舞,http://zjzcf.synology.me:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
睛彩广场舞,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8
睛彩广场舞,http://[2409:8087:1a15:10d1::37]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
睛彩广场舞,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226139/index.m3u8
睛彩广场舞,http://[2409:8087:1e01:20::3]:80/PLTV/11/224/3221226139/index.m3u8
睛彩广场舞,https://iptv.catvod.com/live.php?id=%E7%9D%9B%E5%BD%A9%E5%B9%BF%E5%9C%BA%E8%88%9E
睛彩广场舞,http://iptv.666230.xyz/iptv/bjyd.php/6389
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
风云足球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
风云足球,https://live.goodiptv.club/api/yqgd.php?id=fyzq
风云足球,https://hls-gateway.vpstv.net/streams/708859.m3u8
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq
魅力足球,http://gat.bkpcp.top/ymg.php?id=mlzq
魅力足球,http://goo.bkpcp.top/mg/mlzq
魅力足球,https://hls-gateway.vpstv.net/streams/708839.m3u8
魅力足球,https://stream1.freetv.fun/ipv6-mei-li-zu-qiu-4.m3u8
魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-1.m3u8
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=0a72668399c6f96d928c0bf0adbe330bbae95b55cfc10f2da9e830e2e06051b89a0e1db847eaa61f6b897e3efcb05ecc6160c2ce3c8073fb2d90c8ed191845e1ca16f6bcd3aaa13f6538d2074d
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=f4f71100ed3cd756f336e1f3b6d522c1338ee1ffd14316eea89e461d4e31e29395a265a9f1ec26b947fb0e7dc16296db47ae3bfea73caaee6901d17bfede63775878c0ab44c872939ba5b53baf
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=aef1ffa947e5328dd4ec2bb318b58b674fe32113222c6c9eab78bcdc2a9f31cf142a1d60536ea5a5ee039d3753e6bd98bef238d0ba7e3af9153e765e8b77e2a8c28451355b4a426d11c5c304f8
魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-4.ctv
天元围棋,http://wouu.net:9977/udp/239.93.42.55:5140
快乐垂钓,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031206
快乐垂钓,https://hls-gateway.vpstv.net/streams/708835.m3u8
JJ斗地主,https://live.iill.top/douyin/685317364746

动画频道,#genre#
动漫秀场,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031113
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-11.m3u8
动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-11.m3u8
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-9.ctv
动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-9.m3u8
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-2.m3u8
动漫秀场,https://live.v1.mk/api/bestv.php?id=dmxc8m/8000000
动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-12.ctv
爱动漫,http://php.jdshipin.com:8880/itv6s.php?cid=wasusyt&id=6000000006000280630
爱动漫,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000059/index.m3u8
爱动漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000059/index.m3u8
CN卡通,https://hls-gateway.vpstv.net/streams/476247.m3u8
CN卡通,https://stream1.freetv.fun/cnqia-tong-3.ctv
优漫卡通,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010118
优漫卡通,http://z.b.bkpcp.top/m.php?id=ymkt
优漫卡通,http://3501776.xyz:35455/itv/1000000002000010063.m3u8?cdn=ystenlive
